"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 06:00","2024","10","25","06:00","","4.6","","2.4","","86","","","","4","","4","","24.1","","99.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 07:00","2024","10","25","07:00","","4.2","","2.3","","87","","","","","","0","","24.1","","99.94","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 08:00","2024","10","25","08:00","","6.7","","4.7","","87","","","","","","0","","24.1","","99.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 09:00","2024","10","25","09:00","","8.6","","6.1","","84","","","","18","","5","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 10:00","2024","10","25","10:00","","10.3","","7.1","","80","","","","16","","17","","24.1","","99.72","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 11:00","2024","10","25","11:00","","10.4","","6.2","","75","","","","19","","10","","24.1","","99.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 12:00","2024","10","25","12:00","","10.5","","6.8","","78","","","","15","","6","","24.1","","99.76","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 13:00","2024","10","25","13:00","","10.9","","6.5","","74","","","","13","","12","","24.1","","99.55","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 14:00","2024","10","25","14:00","","10.8","","5.6","","70","","","","15","","9","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 15:00","2024","10","25","15:00","","11.1","","6.3","","72","","","","14","","7","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 16:00","2024","10","25","16:00","","11.0","","6.7","","74","","","","14","","7","","24.1","","99.48","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 17:00","2024","10","25","17:00","","11.3","","7.5","","77","","","","16","","7","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 18:00","2024","10","25","18:00","","11.7","","8.2","","79","","","","21","","7","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 19:00","2024","10","25","19:00","","11.5","","9.5","","87","","","","25","","17","","24.1","","99.57","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 20:00","2024","10","25","20:00","","11.3","","10.2","","93","","","","28","","18","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 21:00","2024","10","25","21:00","","10.0","","8.7","","91","","","","28","","16","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 22:00","2024","10","25","22:00","","10.1","","8.3","","88","","","","29","","18","","24.1","","99.69","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-25 23:00","2024","10","25","23:00","","9.2","","7.1","","86","","","","28","","13","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 00:00","2024","10","26","00:00","","7.7","","6.9","","94","","","","28","","13","","24.1","","99.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 01:00","2024","10","26","01:00","","6.3","","5.6","","95","","","","27","","14","","24.1","","99.83","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 02:00","2024","10","26","02:00","","6.4","","5.2","","92","","","","28","","16","","24.1","","99.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 03:00","2024","10","26","03:00","","6.3","","3.9","","84","","","","28","","16","","24.1","","99.92","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 04:00","2024","10","26","04:00","","4.7","","3.3","","91","","","","27","","16","","24.1","","99.97","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 05:00","2024","10","26","05:00","","5.5","","3.5","","87","","","","26","","20","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 06:00","2024","10","26","06:00","","5.0","","2.7","","85","","","","28","","16","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 07:00","2024","10","26","07:00","","5.9","","3.5","","85","","","","28","","13","","24.1","","100.18","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 08:00","2024","10","26","08:00","","7.9","","4.1","","77","","","","30","","12","","24.1","","100.29","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 09:00","2024","10","26","09:00","","9.0","","4.7","","74","","","","32","","14","","24.1","","100.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 10:00","2024","10","26","10:00","","10.3","","4.0","","65","","","","29","","20","","24.1","","100.33","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 11:00","2024","10","26","11:00","","10.9","","3.5","","60","","","","29","","28","","24.1","","100.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 12:00","2024","10","26","12:00","","11.3","","3.9","","60","","","","29","","24","","24.1","","100.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 13:00","2024","10","26","13:00","","11.0","","3.2","","58","","","","31","","32","","24.1","","100.33","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 14:00","2024","10","26","14:00","","11.7","","1.8","","51","","","","30","","34","","24.1","","100.34","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 15:00","2024","10","26","15:00","","11.2","","-1.9","","40","","","","30","","39","","24.1","","100.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 16:00","2024","10","26","16:00","","10.2","","0.2","","50","","","","32","","35","","24.1","","100.48","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 17:00","2024","10","26","17:00","","9.2","","0.4","","54","","","","34","","27","","24.1","","100.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 18:00","2024","10","26","18:00","","8.3","","-1.4","","50","","","","30","","26","","24.1","","100.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 19:00","2024","10","26","19:00","","7.2","","-1.8","","53","","","","30","","27","","24.1","","100.70","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 20:00","2024","10","26","20:00","","6.2","","-1.2","","59","","","","31","","23","","24.1","","100.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 21:00","2024","10","26","21:00","","5.2","","-1.2","","64","","","","31","","23","","24.1","","100.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 22:00","2024","10","26","22:00","","4.7","","-1.1","","66","","","","32","","21","","24.1","","100.80","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-26 23:00","2024","10","26","23:00","","4.0","","-1.6","","67","","","","32","","15","","24.1","","100.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 00:00","2024","10","27","00:00","","2.6","","-2.4","","70","","","","23","","5","","24.1","","100.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 01:00","2024","10","27","01:00","","2.4","","-2.6","","70","","","","25","","8","","24.1","","100.81","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 02:00","2024","10","27","02:00","","0.9","","-2.0","","81","","","","25","","8","","24.1","","100.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 03:00","2024","10","27","03:00","","0.9","","-2.5","","78","","","","26","","8","","24.1","","100.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 04:00","2024","10","27","04:00","","0.5","","-1.9","","84","","","","","","0","","24.1","","100.80","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 05:00","2024","10","27","05:00","","1.1","","-2.3","","78","","","","26","","7","","24.1","","100.82","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 06:00","2024","10","27","06:00","","1.6","","-1.2","","82","","","","26","","17","","24.1","","100.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 07:00","2024","10","27","07:00","","2.5","","-0.6","","80","","","","26","","13","","24.1","","100.89","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 08:00","2024","10","27","08:00","","4.2","","0.0","","74","","","","25","","12","","24.1","","100.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 09:00","2024","10","27","09:00","","7.2","","0.6","","63","","","","25","","17","","24.1","","100.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 10:00","2024","10","27","10:00","","8.9","","0.7","","56","","","","24","","21","","24.1","","100.81","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 11:00","2024","10","27","11:00","","10.5","","0.9","","51","","","","24","","18","","24.1","","100.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 12:00","2024","10","27","12:00","","10.4","","0.0","","48","","","","26","","18","","24.1","","100.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 13:00","2024","10","27","13:00","","11.7","","-0.1","","44","","","","28","","23","","24.1","","100.63","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 14:00","2024","10","27","14:00","","12.3","","-0.7","","40","","","","29","","22","","24.1","","100.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 15:00","2024","10","27","15:00","","12.2","","-1.5","","39","","","","27","","22","","24.1","","100.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 16:00","2024","10","27","16:00","","11.2","","-1.8","","40","","","","28","","16","","24.1","","100.50","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 17:00","2024","10","27","17:00","","10.6","","-1.8","","42","","","","28","","12","","24.1","","100.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 18:00","2024","10","27","18:00","","10.1","","-1.5","","44","","","","23","","10","","24.1","","100.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 19:00","2024","10","27","19:00","","9.7","","-1.1","","47","","","","24","","12","","24.1","","100.49","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 20:00","2024","10","27","20:00","","10.0","","-1.8","","44","","","","28","","8","","24.1","","100.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 21:00","2024","10","27","21:00","","9.5","","-1.3","","47","","","","29","","7","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 22:00","2024","10","27","22:00","","9.2","","-1.5","","47","","","","29","","4","","24.1","","100.56","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-27 23:00","2024","10","27","23:00","","9.4","","-1.4","","47","","","","20","","7","","24.1","","100.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 00:00","2024","10","28","00:00","","9.2","","-1.8","","46","","","","","","0","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 01:00","2024","10","28","01:00","","8.8","","-1.8","","47","","","","","","0","","24.1","","100.58","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 02:00","2024","10","28","02:00","","8.4","","-1.6","","49","","","","","","0","","24.1","","100.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 03:00","2024","10","28","03:00","","8.3","","0.5","","58","","","","8","","14","","24.1","","100.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 04:00","2024","10","28","04:00","","7.5","","7.0","","96","","","","9","","14","","24.1","","100.64","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 05:00","2024","10","28","05:00","","6.6","","5.5","","93","","","","8","","16","","24.1","","100.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 06:00","2024","10","28","06:00","","6.0","","4.6","","91","","","","8","","16","","24.1","","100.75","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 07:00","2024","10","28","07:00","","5.5","","3.8","","89","","","","7","","19","","24.1","","100.83","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 08:00","2024","10","28","08:00","","5.3","","3.3","","87","","","","8","","21","","24.1","","100.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 09:00","2024","10","28","09:00","","5.8","","3.1","","83","","","","8","","13","","24.1","","100.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 10:00","2024","10","28","10:00","","6.4","","3.8","","84","","","","9","","18","","24.1","","100.87","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 11:00","2024","10","28","11:00","","7.5","","5.1","","85","","","","9","","16","","24.1","","100.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 12:00","2024","10","28","12:00","","7.8","","5.9","","88","","","","9","","19","","24.1","","100.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 13:00","2024","10","28","13:00","","9.5","","6.7","","83","","","","8","","19","","24.1","","100.68","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 14:00","2024","10","28","14:00","","9.4","","6.1","","80","","","","8","","19","","24.1","","100.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 15:00","2024","10","28","15:00","","8.9","","5.4","","79","","","","8","","21","","24.1","","100.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 16:00","2024","10","28","16:00","","8.2","","5.3","","82","","","","9","","23","","24.1","","100.53","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 17:00","2024","10","28","17:00","","7.7","","5.5","","86","","","","8","","19","","24.1","","100.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 18:00","2024","10","28","18:00","","7.6","","5.4","","86","","","","8","","13","","24.1","","100.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 19:00","2024","10","28","19:00","","7.5","","5.4","","87","","","","8","","9","","24.1","","100.51","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 20:00","2024","10","28","20:00","","7.8","","6.2","","90","","","","9","","6","","24.1","","100.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 21:00","2024","10","28","21:00","","8.8","","6.8","","87","","","","9","","12","","24.1","","100.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 22:00","2024","10","28","22:00","","9.4","","7.5","","88","","","","9","","10","","24.1","","100.42","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-28 23:00","2024","10","28","23:00","","6.8","","4.8","","87","","","","2","","10","","24.1","","100.35","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 00:00","2024","10","29","00:00","","5.7","","4.4","","91","","","","4","","11","","24.1","","100.33","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 01:00","2024","10","29","01:00","","4.3","","3.4","","94","","","","3","","13","","24.1","","100.30","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 02:00","2024","10","29","02:00","","3.7","","2.9","","95","","","","1","","10","","24.1","","100.28","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 03:00","2024","10","29","03:00","","4.2","","2.7","","90","","","","2","","6","","24.1","","100.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 04:00","2024","10","29","04:00","","4.6","","2.9","","89","","","","1","","5","","24.1","","100.17","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 05:00","2024","10","29","05:00","","3.2","","2.1","","92","","","","32","","7","","24.1","","100.17","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 06:00","2024","10","29","06:00","","5.7","","4.4","","91","","","","7","","5","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 07:00","2024","10","29","07:00","","7.9","","6.7","","92","","","","7","","10","","24.1","","100.08","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 08:00","2024","10","29","08:00","","9.1","","7.6","","90","","","","9","","8","","24.1","","100.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 09:00","2024","10","29","09:00","","9.2","","9.2","","100","","","","35","","4","","8.1","","100.15","","","","","","Moderate Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 10:00","2024","10","29","10:00","","10.4","","10.4","","100","","","","13","","18","","9.7","","100.00","","","","","","Moderate Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 11:00","2024","10","29","11:00","","10.7","","10.7","","100","","","","12","","11","","9.7","","99.99","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 12:00","2024","10","29","12:00","","11.2","","11.2","","100","","","","13","","7","","6.4","","99.88","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 13:00","2024","10","29","13:00","","12.1","","12.1","","100","","","","10","","8","","3.2","","99.78","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 14:00","2024","10","29","14:00","","13.4","","13.4","","100","","","","14","","13","","9.7","","99.69","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 15:00","2024","10","29","15:00","","13.5","","13.5","","100","","","","12","","9","","16.1","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 16:00","2024","10","29","16:00","","14.0","","14.0","","100","","","","12","","8","","19.3","","99.62","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 17:00","2024","10","29","17:00","","13.8","","13.8","","100","","","","12","","7","","16.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 18:00","2024","10","29","18:00","","12.3","","12.3","","100","","","","4","","5","","16.1","","99.66","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 19:00","2024","10","29","19:00","","12.3","","12.3","","100","","","","7","","4","","12.9","","99.66","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 20:00","2024","10","29","20:00","","11.8","","11.8","","100","","","","11","","6","","12.9","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 21:00","2024","10","29","21:00","","11.8","","11.8","","100","","","","16","","5","","12.9","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 22:00","2024","10","29","22:00","","12.4","","12.4","","100","","","","15","","13","","16.1","","99.70","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-29 23:00","2024","10","29","23:00","","13.3","","13.3","","100","","","","15","","12","","16.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 00:00","2024","10","30","00:00","","14.0","","14.0","","100","","","","14","","14","","19.3","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 01:00","2024","10","30","01:00","","14.6","","14.1","","97","","","","15","","11","","19.3","","99.78","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 02:00","2024","10","30","02:00","","14.6","","14.2","","98","","","","15","","11","","24.1","","99.82","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 03:00","2024","10","30","03:00","","14.6","","14.3","","98","","","","15","","10","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 04:00","2024","10","30","04:00","","14.6","","14.6","","100","","","","15","","14","","24.1","","99.84","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 05:00","2024","10","30","05:00","","14.7","","14.6","","99","","","","15","","13","","24.1","","99.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 06:00","2024","10","30","06:00","","15.1","","14.5","","97","","","","15","","12","","24.1","","99.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 07:00","2024","10","30","07:00","","14.9","","14.5","","97","","","","16","","8","","16.1","","99.86","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 08:00","2024","10","30","08:00","","17.9","","15.1","","83","","","","20","","16","","16.1","","99.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 09:00","2024","10","30","09:00","","19.4","","15.5","","78","","","","22","","21","","19.3","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 10:00","2024","10","30","10:00","","20.4","","15.9","","75","","","","23","","28","","19.3","","99.85","","25","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 11:00","2024","10","30","11:00","","21.1","","15.8","","71","","","","23","","28","","16.1","","99.83","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 12:00","2024","10","30","12:00","","22.3","","15.9","","67","","","","23","","29","","24.1","","99.77","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 13:00","2024","10","30","13:00","","22.8","","16.0","","65","","","","23","","26","","19.3","","99.70","","27","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 14:00","2024","10","30","14:00","","23.0","","15.8","","64","","","","22","","22","","19.3","","99.66","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 15:00","2024","10","30","15:00","","21.8","","15.4","","67","","","","22","","34","","24.1","","99.63","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 16:00","2024","10","30","16:00","","21.3","","15.3","","68","","","","23","","28","","24.1","","99.62","","25","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 17:00","2024","10","30","17:00","","20.6","","14.8","","69","","","","23","","31","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 18:00","2024","10","30","18:00","","20.6","","14.4","","67","","","","23","","37","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 19:00","2024","10","30","19:00","","20.7","","14.3","","66","","","","23","","34","","24.1","","99.58","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 20:00","2024","10","30","20:00","","20.3","","14.2","","68","","","","22","","28","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 21:00","2024","10","30","21:00","","19.6","","14.2","","70","","","","23","","26","","24.1","","99.63","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 22:00","2024","10","30","22:00","","19.2","","14.1","","72","","","","23","","23","","24.1","","99.63","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-30 23:00","2024","10","30","23:00","","18.9","","13.9","","73","","","","22","","25","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 00:00","2024","10","31","00:00","","18.9","","13.6","","71","","","","24","","22","","24.1","","99.57","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 01:00","2024","10","31","01:00","","19.2","","13.3","","68","","","","24","","23","","24.1","","99.55","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 02:00","2024","10","31","02:00","","18.5","","13.2","","71","","","","24","","17","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 03:00","2024","10","31","03:00","","18.0","","13.1","","73","","","","23","","17","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 04:00","2024","10","31","04:00","","17.1","","13.0","","77","","","","21","","13","","24.1","","99.44","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 05:00","2024","10","31","05:00","","17.1","","13.0","","77","","","","21","","17","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 06:00","2024","10","31","06:00","","16.9","","13.2","","78","","","","20","","16","","24.1","","99.40","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 07:00","2024","10","31","07:00","","16.0","","13.0","","82","","","","14","","11","","24.1","","99.37","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 08:00","2024","10","31","08:00","","16.3","","13.3","","83","","","","16","","10","","24.1","","99.36","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 09:00","2024","10","31","09:00","","19.3","","14.6","","74","","","","22","","19","","24.1","","99.31","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 10:00","2024","10","31","10:00","","20.3","","15.4","","73","","","","22","","26","","24.1","","99.26","","25","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 11:00","2024","10","31","11:00","","21.2","","16.0","","72","","","","22","","31","","24.1","","99.16","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 12:00","2024","10","31","12:00","","21.3","","16.4","","73","","","","23","","39","","24.1","","99.09","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 13:00","2024","10","31","13:00","","21.0","","16.6","","76","","","","22","","36","","24.1","","99.03","","26","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 14:00","2024","10","31","14:00","","21.3","","16.6","","74","","","","22","","31","","24.1","","98.95","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 15:00","2024","10","31","15:00","","21.9","","16.3","","70","","","","20","","30","","24.1","","98.85","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 16:00","2024","10","31","16:00","","22.6","","16.2","","67","","","","21","","24","","24.1","","98.72","","27","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2024-10-31 17:00","2024","10","31","17:00","","22.5","","15.9","","66","","","","22","","25","","24.1","","98.74","","27","","","","NA"
